gid;place_name;stop_name;lon;lat
de:08215:32039;Staffort;Weingartener Straße;8.510459;49.090739
de:08215:32040;Staffort;Zollhausstraße;8.516388;49.093310
de:08215:32041;Staffort;Blankenlocher Straße;8.510118;49.093910
de:08215:32042;Spöck;Nord;8.514592;49.116034
de:08215:32043;Neuthard;Süd;8.518607;49.124812
de:08215:32044;Neuthard;Mitte;8.519442;49.126817
de:08215:32045;Neuthard;Nord;8.524105;49.133312
de:08215:32047;Karlsdorf;Rathaus;8.544721;49.136139
de:08215:32050;Karlsdorf;Turnhalle (Ersatzhalt);8.546131;49.133718
de:08215:32052;Spöck;Hochhaus;8.500425;49.111489
de:08215:32054;Spöck;Siedlungstraße;8.507809;49.117257
de:08215:32055;Spöck;Albert-Schweitzer-Straße;8.512256;49.115840
de:08215:32056;Friedrichstal;Leopoldshafener Straße;8.469164;49.096122
de:08215:32057;Friedrichstal;Heidelberger Ring;8.471526;49.100068
de:08215:32058;Spöck;Kirche;8.514340;49.110684
de:08215:32059;Neuthard;Büchenauer Str.;8.522515;49.122325
de:08215:32061;Friedrichstal;Rheinstraße;8.472856;49.108602
de:08215:32083;Mörsch;Leisbuckel;8.298726;48.958921
de:08215:32092;Flehingen;Flehingen;8.783529;49.084721
de:08215:32093;Sulzfeld;Sulzfeld;8.852583;49.108184
de:08215:32237;Blankenloch;Schulzentrum;8.475623;49.067344
de:08215:32238;Blankenloch;Rathaus;8.469748;49.066903
de:08215:32239;Blankenloch;Blankenloch;8.464843;49.066291
de:08215:32240;Karlsdorf;Kirche;8.537615;49.136345
de:08215:32242;Neudorf;Amalienstraße;8.493535;49.169811
de:08215:32244;Weingarten;Walzbachhalle;8.520260;49.049602
de:08215:32245;Weingarten;Waldbrücke;8.513945;49.066238
de:08215:32246;Weingarten;Uhlandplatz;8.517215;49.053576
de:08215:32247;Weingarten;Tabakschopf;8.525371;49.047712
de:08215:32250;Weingarten;Luisenstraße;8.530609;49.055448
de:08215:32251;Weingarten;Liverdunplatz;8.537067;49.053788
de:08215:32252;Weingarten;Kirche;8.531821;49.050921
de:08215:32253;Weingarten;Jöhlinger Straße;8.536025;49.052204
de:08215:32256;Weingarten;Bahnhof West;8.521059;49.059157
de:08215:32257;Weingarten;Bahnhof Ost;8.521589;49.057756
de:08215:32258;Weiher;Unterdorf;8.625920;49.183347
de:08215:32260;Weiher;Ortsmitte;8.621635;49.178538
de:08215:32261;Weiher;Oberdorf;8.616434;49.175214
de:08215:32262;Weiher;Heerstraße;8.618410;49.181356
de:08215:32263;Ubstadt;Schulzentrum;8.631328;49.163068
de:08215:32265;Hambrücken;Bastwald;8.546320;49.191584
de:08215:32266;Hambrücken;Schule;8.542547;49.183488
de:08215:32267;Untergrombach;Steigweg;8.560316;49.084144
de:08215:32268;Untergrombach;Joß-Fritz-Schule;8.548512;49.090528
de:08215:32269;Untergrombach;Im Sand;8.541891;49.090798
de:08215:32271;Untergrombach;Evangelische Kirche;8.555950;49.089551
de:08215:32272;Untergrombach;Bruchsaler Str.;8.553471;49.087004
de:08215:32274;Untergrombach;Bahnhof Ost;8.549536;49.086656
de:08215:32275;Obergrombach;Kirche;8.586205;49.076936
de:08215:32276;Obergrombach;Friedhof;8.588837;49.078437
de:08215:32278;Obergrombach;Alter Kindergarten;8.579854;49.077531
de:08215:32279;Helmsheim;Verwaltungsstelle;8.642907;49.085033
de:08215:32281;Helmsheim;Kurpfalzstraße;8.647300;49.086945
de:08215:32282;Büchenau;Verwaltungsstelle;8.527707;49.098369
de:08215:32283;Büchenau;Schule;8.530689;49.101562
de:08215:32284;Büchenau;Pfarrzentrum;8.529135;49.097451
de:08215:32285;Büchenau;Büchenau Mehrzweckhalle (Ersatz);8.530150;49.094663
de:08215:32287;Bruchsal;Im Wendelrot;8.568958;49.136862
de:08215:32293;Bruchsal;Eichelbergweg;8.585055;49.116411
de:08215:32294;Bruchsal;Friedhof;8.600435;49.118557
de:08215:32295;Bruchsal;Siemens Wohnheim;8.573270;49.114488
de:08215:32296;Spöck;Richard-Hecht-Schule;8.504989;49.112759
de:08215:32297;Bruchsal;SEW;8.575740;49.123019
de:08215:32299;Bruchsal;Paul-Gerhardt-Str.;8.575830;49.118316
de:08215:32300;Bruchsal;Stadtwerke;8.583591;49.123960
de:08215:32302;Bruchsal;Linkenheimer Weg;8.569524;49.127722
de:08215:32303;Bruchsal;Kändelweg;8.555420;49.132930
de:08215:32304;Bruchsal;Kübelmarkt;8.598207;49.122702
de:08215:32305;Bruchsal;Mozartweg;8.606480;49.132401
de:08215:32306;Bruchsal;Karlsruher Straße;8.586960;49.117434
de:08215:32307;Bruchsal;Kaiserstraße;8.596527;49.125982
de:08215:32308;Bruchsal;Justus-Knecht-Gymnasium;8.589790;49.120115
de:08215:32309;Bruchsal;Josef-Heid-Straße;8.568742;49.116328
de:08215:32311;Bruchsal;Industriestr./L558;8.573862;49.124883
de:08215:32312;Bruchsal;Hochstraße;8.596581;49.120244
de:08215:32314;Bruchsal;Hans-Thoma-Straße;8.606705;49.124077
de:08215:32316;Bruchsal;Germersheimer Str.;8.586870;49.130738
de:08215:32317;Bruchsal;Flüsselweg;8.590841;49.116328
de:08215:32318;Bruchsal;Flugplatz;8.564601;49.131584
de:08215:32319;Bruchsal;Florian-Geyer-Str.;8.571167;49.114735
de:08215:32321;Bruchsal;Eisweiher;8.575488;49.116399
de:08215:32324;Bruchsal;Bahnstadt;8.587813;49.124165
de:08215:32325;Bruchsal;Ernst-Blickle-Straße;8.579863;49.120203
de:08215:32326;Bruchsal;Drosselweg;8.613164;49.125923
de:08215:32327;Bruchsal;Bussardweg;8.612804;49.124295
de:08215:32328;Bruchsal;Eichenweg;8.568598;49.113524
de:08215:32329;Bruchsal;Alter Güterbahnhof;8.589987;49.126464
de:08215:32333;Bruchsal;Augsteiner;8.610226;49.127599
de:08215:32334;Bruchsal;Ärztehaus Südstadt;8.569551;49.112900
de:08215:32335;Bruchsal;Adolf-Bieringer-Str.;8.609732;49.126687
de:08215:32432;Blankenloch;Stutensee-Center;8.459947;49.080373
de:08215:32501;Rheinhausen;Ostenstraße;8.473278;49.277956
de:08215:32504;Oberhausen;Kirchplatz;8.482432;49.261022
de:08215:32505;Oberhausen;Schule;8.492466;49.255587
de:08215:32507;Oberhausen;Weiherweg;8.478722;49.266263
de:08215:32508;Waghäusel;Haslacher Straße;8.515679;49.248481
de:08215:32509;Waghäusel;Waghäusel;8.508420;49.247953
de:08215:32510;Waghäusel;Rathaus;8.518787;49.247689
de:08215:32511;Waghäusel;Verteilerzentrum;8.502428;49.247073
de:08215:32512;Wiesental;Einkaufszentrum;8.528722;49.212750
de:08215:32513;Wiesental;Karlsruher Straße;8.522182;49.223394
de:08215:32514;Wiesental;Marktplatz;8.518508;49.225963
de:08215:32515;Wiesental;Mannheimer Straße;8.513523;49.232035
de:08215:32516;Wiesental;Weinbrennerstraße;8.508142;49.239080
de:08215:32519;Wiesental;Friedhof;8.512400;49.227718
de:08215:32520;Kirrlach;Waldpark;8.537346;49.245161
de:08215:32521;Kirrlach;Schillerschule;8.545278;49.238845
de:08215:32523;Kirrlach;Kreuzstraße;8.552024;49.241103
de:08215:32524;Eichelberg;Brunnen;8.813057;49.188913
de:08215:32525;Östringen;Mühlhausener Straße;8.720288;49.224321
de:08215:32526;Kirrlach;Am Kreuz;8.549042;49.241936
de:08215:32528;Wiesental;Vollmerseckstraße;8.510370;49.235854
de:08215:32529;Östringen;Mitte;8.711673;49.218847
de:08215:32530;Östringen;Freibad;8.692970;49.214381
de:08215:32531;Östringen;Alte Post;8.704424;49.217380
de:08215:32532;Östringen;Oberdorf;8.717072;49.221141
de:08215:32533;Östringen;Mozartstraße;8.706544;49.216189
de:08215:32534;Tiefenbach;Ost;8.801451;49.176077
de:08215:32535;Tiefenbach;Rathaus;8.795198;49.175607
de:08215:32536;Tiefenbach;West;8.787347;49.176394
de:08215:32537;Odenheim;Eppinger Straße;8.755475;49.175149
de:08215:32538;Kirrlach;Fridolinstraße;8.542367;49.243777
de:08215:32539;Kirrlach;Heidelberger Straße;8.544101;49.249624
de:08215:32540;Mingolsheim;Bruchsaler Straße;8.652717;49.217239
de:08215:32541;Langenbrücken;Ochsen;8.647866;49.204199
de:08215:32542;Kirrlach;Kolpingstraße;8.539152;49.248803
de:08215:32543;Oberhausen;Marienkapelle;8.499221;49.257639
de:08215:32544;Langenbrücken;Südring;8.646024;49.199856
de:08215:32545;Bruchsal;Haydnstraße;8.603704;49.135011
de:08215:32546;Bruchsal;Krankenhaus/B3;8.601755;49.132048
de:08215:32547;Bruchsal;Schloss;8.599015;49.127728
de:08215:32550;Bruchsal;Käthe-Kollwitz-Schule;8.600524;49.128469
de:08215:32552;Bruchsal;Lebenshilfe;8.600803;49.133970
de:08215:32553;Bruchsal;Karl-Berberich-Schule;8.594443;49.138249
de:08215:32554;Zeutern;Sportplatz;8.670710;49.177980
de:08215:32555;Waghäusel;Gesundheitszentrum;8.506857;49.250122
de:08215:32559;Weiher;Hardtsee;8.618850;49.171103
de:08215:32560;Ubstadt;Stachus;8.628103;49.158356
de:08215:32561;Stettfeld;Löwenplatz;8.645099;49.181861
de:08215:32562;Forst;Bruchsaler Straße;8.586403;49.149755
de:08215:32563;Forst;Löwen;8.586538;49.152851
de:08215:32564;Forst;Kronauer Allee;8.582567;49.158198
de:08215:32565;Forst;Hambrücker Straße;8.578911;49.153075
de:08215:32566;Forst;Rasthof Ost;8.570449;49.155818
de:08215:32567;Forst;Rasthof West;8.564700;49.160835
de:08215:32568;Hambrücken;Prinz Carl;8.547218;49.182437
de:08215:32569;Hambrücken;Ortsmitte;8.544712;49.186682
de:08215:32570;Hambrücken;Hofäcker;8.548557;49.179219
de:08215:32573;Forst;Burgweg;8.582567;49.147892
de:08215:32574;Hambrücken;Kriegsstraße;8.538783;49.185778
de:08215:32576;Rheinsheim;Schule;8.409767;49.232540
de:08215:32580;Kronau;Mozartstraße;8.627186;49.220243
de:08215:32581;Kronau;Gewerbegebiet Heidig;8.623440;49.212263
de:08215:32582;Kronau;Bahnhofstraße;8.637948;49.221065
de:08215:32583;Rheinsheim;Große Rheinstraße;8.408914;49.235901
de:08215:32585;Graben-Neudorf;Graben-Neudorf;8.490616;49.161775
de:08215:32589;Philippsburg;Philippsburg;8.453856;49.231660
de:08215:32593;Bruchsal;Siemens;8.588882;49.127017
de:08215:32594;Tiefenbach;Kreuzbergsee;8.809464;49.179607
de:08215:32596;Mingolsheim;Volksbank;8.658834;49.218735
de:08215:32598;Odenheim;Schindelberg;8.755628;49.202245
de:08215:32599;Östringen;Ullrichsbruch;8.738964;49.207034
de:08215:32600;Östringen;Johann-Strauß-Straße;8.707334;49.214915
de:08215:32602;Philippsburg;Alter Messplatz;8.461321;49.238910
de:08215:32603;Ubstadt;Uhlandstraße;8.628785;49.162692
de:08215:32605;Rheinhausen;Tullahalle;8.474895;49.279931
de:08215:32606;Mörsch;Sonnenstraße;8.289195;48.966240
de:08215:32607;Flehingen;Schlossgartenhalle;8.787652;49.087998
de:08215:32608;Oberderdingen;Amthof;8.801307;49.060928
de:08215:32609;Großvillars;Wilfenberg;8.772381;49.050944
de:08215:32611;Karlsdorf;Kohlfahrtswiesen;8.546634;49.140994
de:08215:32612;Karlsdorf;Kolpingstraße;8.541649;49.140617
de:08215:32613;Östringen;Seniorenheim;8.712104;49.215561
de:08215:32614;Kronau;Ortsmitte;8.634499;49.220220
de:08215:32617;Bauerbach;Bauerbach;8.748189;49.073894
de:08215:32618;Zaisenhausen;Zaisenhausen;8.816650;49.104750
de:08215:32620;Rheinsheim;Schanzenäcker;8.417511;49.233161
de:08215:32621;Karlsdorf;Im Brühl;8.554001;49.140952
de:08215:32622;Hambrücken;Gesundheitszentrum;8.538990;49.188896
de:08215:32690;Hambrücken;Bachweg;8.539906;49.190633
de:08215:32703;Blankenloch;Lorenzstraße;8.461762;49.077089
de:08215:32704;Friedrichstal;Saint-Riquier-Platz;8.474365;49.100862
de:08215:32705;Friedrichstal;Parkstraße;8.472685;49.104950
de:08215:32708;Karlsdorf;Ostendstraße;8.550470;49.135575
de:08215:32714;Eggenstein-Leopoldshafen;H18 Casino;8.429566;49.093175
de:08215:32715;Kirrlach;Bruchsaler Straße;8.539098;49.241819
de:08215:32716;Forst;Kolpingstraße;8.581193;49.150119
de:08215:32717;Forst;Kinzigstraße;8.580124;49.154379
de:08215:32743;Friedrichstal;Mitte;8.475263;49.104362
de:08215:32753;Weingarten;Seniorenheim;8.547811;49.050762
de:08215:32831;Gölshausen;Industrie;8.739871;49.051833
de:08215:33079;Friedrichstal;Nord;8.476521;49.108872
de:08215:33097;Kirrlach;Hinterfeld;8.557244;49.239654
de:08215:33099;Mingolsheim;Rochus-Klinik;8.666057;49.219697
de:08215:33103;Mingolsheim;Schettler-Weil-Klinik;8.672327;49.216664
de:08215:33104;Kirrlach;Obere Bachstraße;8.542314;49.237414
de:08215:33105;Kirrlach;Taunusstraße;8.537364;49.238329
de:08215:33155;Oberhausen;Hammelsäcker;8.502617;49.250422
de:08215:33171;Langenbrücken;Polizei;8.648360;49.206371
de:08215:33173;Bruchsal;Saalbachcenter;8.589161;49.121796
de:08215:33187;Langenbrücken;Friedhof;8.650372;49.205455
de:08215:33189;Mingolsheim;Michael-Ende-Schule;8.655852;49.211852
de:08215:34500;Gochsheim;Krone;8.752007;49.103244
de:08215:34501;Gochsheim;Milchhaus;8.743419;49.105909
de:08215:34502;Gochsheim;Bauerbacher Straße;8.742593;49.101362
de:08215:34711;Mingolsheim;Kurpark;8.664997;49.216899
de:08215:34824;Oberhausen;Tonwerk;8.473682;49.268737
de:08215:34849;Oberhausen;Jahnstraße;8.481093;49.254432
de:08215:34854;Bruchsal;Eschenweg;8.566577;49.112201
de:08215:34860;Mingolsheim;Mingolsheim F.-J.-Mone-Schule (Ersatz);8.660370;49.215437
de:08215:34878;Ittersbach;Baumgartenstraße;8.508914;48.868547
de:08215:35102;Münzesheim;Karlsruher Straße;8.714188;49.122625
de:08215:37001;Ettlingen;Ettlingen Arndtstraße;8.405132;48.945925
de:08215:37210;Ettlingen;Adolf-Kolping-Str.;8.413226;48.945430
de:08215:37211;Ettlingen;Volkshochschule;8.409668;48.942946
de:08215:37212;Ettlingen;Rathaus;8.406416;48.942362
de:08215:37213;Ettlingen;Kaisereiche;8.419334;48.946261
de:08215:37214;Ettlingen;Schröderstraße;8.406291;48.950185
de:08215:37215;Ettlingen;Theodor-Heuss-Str.;8.405428;48.951742
de:08215:37216;Ettlingen;Breitscheidstraße;8.401736;48.951247
de:08215:37217;Ettlingen;Gabelsberger Straße;8.400703;48.948344
de:08215:37218;Ettlingen;Hebelweg;8.403183;48.946928
de:08215:37221;Ettlingen;Rudolf-Plank-Straße;8.368687;48.939624
de:08215:37222;Menzingen;Rathaus;8.772327;49.138901
de:08215:37223;Gochsheim;Kirche/Schule;8.747633;49.103785
de:08215:37224;Münzesheim;Schulzentrum;8.710739;49.121085
de:08215:37226;Oberöwisheim;Neuenwegstraße;8.688505;49.144449
de:08215:37227;Unteröwisheim;Schule;8.663353;49.137814
de:08215:37228;Unteröwisheim;Bruchsaler Straße;8.667503;49.142915
de:08215:37229;Mingolsheim;Thermarium;8.668257;49.219081
de:08215:37230;Mingolsheim;Schulzentrum;8.658268;49.216412
de:08215:37231;Odenheim;Schule;8.746680;49.176694
de:08215:37232;Tiefenbach;Schule;8.794093;49.177475
de:08215:37237;Menzingen;Schule;8.772121;49.142604
de:08215:37239;Unteröwisheim;Kirche;8.667934;49.143385
de:08215:37241;Menzingen;Heilbronner Str.;8.771016;49.139442
de:08215:37242;Unteröwisheim;Tankstelle;8.663568;49.144919
de:08215:37244;Menzingen;L553;8.764997;49.137379
de:08215:4515;Waldbronn;Freibad;8.479378;48.932908
de:08215:4516;Waldbronn;Ermlisgrund;8.479396;48.934803
de:08215:4520;Waldbronn;Eistreff;8.478048;48.933015
de:08215:4804;Ettlingen;Huttenkreuzstraße;8.408536;48.946014
de:08215:4805;Ettlingen;Friedhof;8.412480;48.947223
de:08215:4806;Ettlingen;Hedwigshof;8.429943;48.958166
de:08215:4809;Ettlingen;AfB-Zentrale;8.378380;48.934112
de:08215:4810;Ettlingen;Carl-Metz-Straße;8.382090;48.933923
de:08215:4811;Ettlingen;Stadtwerke;8.380617;48.937830
de:08215:6408;Neuburgweier;Mitte;8.267546;48.969708
de:08215:6409;Neuburgweier;Breslauer Straße;8.261500;48.967927
de:08215:7619;Eggenstein-Leopoldshafen;KIT-Campus Nord Südtor;8.428272;49.091333
de:08215:7702;Hochstetten (Link.);Waldstraße;8.422397;49.134852
de:08215:7703;Hochstetten (Link.);Mitte;8.414456;49.137320
de:08215:7704;Hochstetten (Link.);West;8.408752;49.140700
de:08215:7705;Liedolsheim;Festhalle;8.415274;49.159273
de:08215:7706;Liedolsheim;Mitte;8.415256;49.161564
de:08215:7707;Liedolsheim;Kirchfeld;8.416199;49.165828
de:08215:7708;Rußheim;Liedolsheimer Straße;8.425200;49.178362
de:08215:7709;Rußheim;Mitte;8.421850;49.184034
de:08215:7710;Rußheim;Rathaus;8.424742;49.186342
de:08215:7711;Rußheim;Huttenheimer Straße;8.427114;49.187486
de:08215:7713;Huttenheim;Kirche;8.465921;49.197079
de:08215:7714;Huttenheim;Philippsburger Str.;8.465274;49.202655
de:08215:7715;Huttenheim;Hebel;8.469173;49.219081
de:08215:7716;Philippsburg;Goodyear;8.466316;49.227184
de:08215:7717;Philippsburg;Dammstraße;8.462274;49.231988
de:08215:7718;Philippsburg;Schulzentrum;8.461205;49.235109
de:08215:7719;Philippsburg;Marktplatz;8.454378;49.236886
de:08215:7801;Karlsdorf;Bahnhofstraße;8.548108;49.142563
de:08215:7803;Graben;Katholische Kirche;8.481075;49.154955
de:08215:7804;Graben;Post;8.483492;49.159173
de:08215:7806;Neudorf;Polizei;8.495547;49.171925
de:08215:7807;Neudorf;Kirche;8.497155;49.174633
de:08215:7808;Neudorf;Festplatz;8.500802;49.171238
de:08215:7812;Graben;Bismarckstraße;8.474994;49.157475
de:08215:7813;Liedolsheim;Friedrichstraße;8.421607;49.158544
de:08215:8001;Waldprechtsweier;Lange Str.;8.328784;48.861521
de:08215:8002;Ettlingen;Pestalozzischule;8.385594;48.951813
de:08215:8003;Ettlingen;Liebfrauenkirche;8.383977;48.948545
de:08215:8004;Ettlingen;Bunsenstraße;8.390696;48.947772
de:08215:8006;Ettlingen;Kiefernweg;8.378443;48.948456
de:08215:8007;Ettlingen;Lärchenweg;8.377257;48.951429
de:08215:8008;Ettlingen;Buchenweg;8.380159;48.953465
de:08215:8009;Ettlingen;Josef-Stöhrer-Weg;8.384551;48.953506
de:08215:8010;Ettlingen;Zehntwiesenstraße;8.391028;48.945736
de:08215:8011;Ettlingen;Lindenweg;8.385243;48.947695
de:08215:8012;Ettlingen;Kleiner Plom;8.377095;48.955187
de:08215:8013;Malsch;Kesselstraße;8.336150;48.877245
de:08215:8015;Malsch;Neumalsch;8.309812;48.901007
de:08215:8016;Waldprechtsweier;Waldprechtsweier;8.332431;48.861917
de:08215:8017;Ettlingen;Ettlingen Pappelweg (Ersatzhalt);8.382539;48.950775
de:08215:8019;Malsch;Bahnhof (Industriegebiet);8.323268;48.890170
de:08215:8020;Ettlingen;Goethe-/Bachstraße;8.392385;48.941966
de:08215:8021;Malsch;Linde;8.326439;48.889993
de:08215:8022;Malsch;Boschstraße;8.319091;48.889963
de:08215:8023;Ettlingen;Firma Argus;8.367079;48.943046
de:08215:8024;Malsch;Hadermark;8.304521;48.906050
de:08215:8025;Malsch;Durmersheimer Straße;8.307548;48.902743
de:08215:8026;Malsch;Murgtaler Straße;8.306308;48.898001
de:08215:8027;Malsch;Fuchseck;8.300137;48.887624
de:08215:8028;Malsch;Weite Str.;8.334084;48.883005
de:08215:8029;Malsch;Stephanstraße;8.312498;48.890211
de:08215:8030;Malsch;Dieselstraße;8.309353;48.891257
de:08215:8031;Malsch;Heinrich-Hertz-Straße;8.303982;48.888770
de:08215:8101;Schluttenbach;Am Lindenbrunnen;8.405258;48.898899
de:08215:8103;Ettlingen;Schützenkreuz;8.419828;48.934496
de:08215:8104;Ettlingen;Wilhelmshöhe;8.425443;48.931946
de:08215:8105;Spessart;Rotes Haus;8.425937;48.913058
de:08215:8106;Spessart;Strauß;8.433016;48.913743
de:08215:8107;Spessart;Schottmüllerstraße;8.429279;48.911517
de:08215:8108;Spessart;Wasserwerk;8.427168;48.909598
de:08215:8109;Schöllbronn;Breuerstraße;8.421625;48.899619
de:08215:8110;Schluttenbach;Rathaus;8.406201;48.899088
de:08215:8111;Schöllbronn;Schule;8.420798;48.895202
de:08215:8112;Schöllbronn;Stefanienstraße;8.420134;48.892769
de:08215:8113;Schöllbronn;Schwimmbad;8.415534;48.888492
de:08215:8114;Schöllbronn;Rimmelsbacher Hof;8.409749;48.883359
de:08215:8115;Völkersbach;Dreschhalle;8.397110;48.871200
de:08215:8116;Völkersbach;Lamm;8.389609;48.871407
de:08215:8117;Völkersbach;Post;8.392933;48.870509
de:08215:8118;Völkersbach;Schwarzwaldstraße;8.396104;48.866810
de:08215:8122;Schöllbronn;Hinter der Kirche;8.420367;48.900505
de:08215:8125;Ettlingen;Carl-Orff-Schule;8.385261;48.950179
de:08215:8126;Ettlingen;Eichendorffgymnasium;8.401970;48.940580
de:08215:8127;Schöllbronn;Schluttenbacher Str.;8.415651;48.897145
de:08215:8128;Spessart;Brünnäckerweg;8.431641;48.912125
de:08215:8129;Völkersbach;Am Sportplatz;8.393005;48.864730
de:08215:8137;Ettlingen;Hallenbad;8.415939;48.938715
de:08215:8138;Schöllbronn;Schöllbronn Moosbronner Straße (Ersatz);8.417412;48.890867
de:08215:8200;Ettlingenweier;Bürgerhalle;8.386088;48.928665
de:08215:8201;Ettlingen;Horbachpark;8.401054;48.937647
de:08215:8203;Ettlingenweier;Seestraße;8.380491;48.926145
de:08215:8204;Ettlingenweier;Bahnhof Bruchhausen;8.374634;48.924197
de:08215:8205;Oberweier;Neuwiesenstraße;8.379422;48.916677
de:08215:8206;Oberweier;Am Haberacker;8.376637;48.914575
de:08215:8207;Sulzbach;Sulzbach;8.367232;48.897481
de:08215:8208;Malsch;Mozartstraße;8.336887;48.884647
de:08215:8209;Malsch;Adler;8.333554;48.883731
de:08215:8210;Malsch;Kreuzstraße;8.334650;48.880275
de:08215:8211;Malsch;Rathaus;8.336438;48.879472
de:08215:8212;Ettlingenweier;Im Stöck;8.374436;48.921570
de:08215:8213;Oberweier;Zentrum;8.380518;48.914805
de:08215:8214;Malsch;Freibad;8.334695;48.873192
de:08215:8301;Malsch;Malsch Süd;8.315911;48.887524
de:08215:8302;Bruchhausen;Am Sang;8.370205;48.926847
de:08215:8303;Bruchhausen;Oberfeld;8.363010;48.923890
de:08215:8305;Malsch;Am Hänfig;8.329907;48.886336
de:08215:8306;Malsch;Malsch;8.323376;48.889455
de:08215:8308;Völkersbach;Brunnen;8.395888;48.870178
de:08215:8309;Malsch;Hans-Thoma-Schule;8.325550;48.884653
de:08215:8310;Malsch;Heckenäcker;8.343669;48.874007
de:08215:8313;Malsch;Am Fischweier;8.321804;48.886401
de:08215:8320;Bruchhausen;Blütenstraße;8.367618;48.930725
de:08215:8321;Bruchhausen;Westring;8.365831;48.930890
de:08215:8322;Bruchhausen;Fère-Champenoise-Str.;8.361537;48.927113
de:08215:8323;Bruchhausen;Haselweg;8.359920;48.923955
de:08215:8403;Ettlingen;Realschule;8.396679;48.942580
de:08215:8404;Ettlingen;Einsteinstraße;8.381380;48.941258
de:08215:8405;Ettlingen;Zeppelinstraße;8.375056;48.941412
de:08215:8407;Ettlingen;Hertzstraße;8.382728;48.945725
de:08215:8408;Forchheim;Akazienweg;8.339088;48.962843
de:08215:8409;Forchheim;Schwarzwaldschule;8.315417;48.978535
de:08215:8502;Busenbach;Apotheke;8.462301;48.931787
de:08215:8503;Busenbach;Oberdorf;8.468679;48.932566
de:08215:8504;Busenbach;Rathausmarkt;8.471895;48.930087
de:08215:8505;Busenbach;Albtherme;8.471248;48.927219
de:08215:8506;Reichenbach;Friedenstraße;8.480950;48.926210
de:08215:8507;Reichenbach;Kulturtreff;8.476647;48.924770
de:08215:8511;Reichenbach;Kurhaus/Etzenroter Str.;8.475254;48.921140
de:08215:8512;Etzenrot;Strauß;8.467376;48.913011
de:08215:8513;Etzenrot;Feuerwehrhaus;8.465948;48.911145
de:08215:8514;Etzenrot;Esternaystraße;8.469173;48.909468
de:08215:8516;Busenbach;Ostendstraße;8.472326;48.933144
de:08215:8517;Etzenrot;Vogesenstraße;8.465984;48.909191
de:08215:8518;Reichenbach;Sportzentrum;8.478345;48.929621
de:08215:8519;Reichenbach;Monmouthplatz/Kurhaus;8.475317;48.922609
de:08215:8601;Langensteinbach;Schwimmbad;8.499518;48.905754
de:08215:8602;Langensteinbach;Volksbank;8.505806;48.912839
de:08215:8603;Langensteinbach;Schulzentrum;8.497883;48.912225
de:08215:8605;Langensteinbach;Hertzstraße;8.504171;48.920555
de:08215:8606;Langensteinbach;Kirche;8.505564;48.917822
de:08215:8607;Auerbach;Hailerstraße;8.528129;48.910561
de:08215:8608;Auerbach;Rathaus;8.531956;48.914056
de:08215:8611;Langensteinbach;Ittersbacher Straße;8.503435;48.909144
de:08215:8612;Langensteinbach;Aussiedlerhöfe;8.493373;48.935741
de:08215:8613;Auerbach;Rosenweg;8.534211;48.916027
de:08215:8614;Auerbach;Am Neubruch;8.533124;48.918235
de:08215:8615;Auerbach;Zehntstraße;8.529306;48.916051
de:08215:8616;Auerbach;Ahornweg;8.526899;48.912190
de:08215:8618;Langensteinbach;Wilferdinger Straße;8.507827;48.916759
de:08215:8620;Langensteinbach;Eisenbahnstraße;8.503021;48.917208
de:08215:8701;Langensteinbach;Klinikum;8.497335;48.902961
de:08215:8801;Ettlingen;Englerstraße;8.376709;48.946291
de:08215:8802;Ettlingen;Am Hardtwald;8.377958;48.957069
de:08215:8805;Ettlingen;Stadthalle;8.410737;48.941376
de:08215:90007;Ettlingen;Radisson Blu;8.377634;48.957305
de:08215:9001;Ettlingenweier;Scheibenhardter Straße;8.389178;48.930394
de:08215:9002;Ettlingenweier;Ettlinger Straße;8.388181;48.925360
de:08215:9003;Schluttenbach;Zellmarkstraße;8.400802;48.898916
de:08215:9004;Schluttenbach;Langenacker;8.400775;48.897109
de:08215:9005;Schöllbronn;Schwester-Baptista-Straße;8.415570;48.897635
de:08215:9006;Ettlingenweier;Keltergasse;8.389483;48.928700
de:08215:9007;Schluttenbach;Schönblick;8.397083;48.897960
de:08215:9012;Ettlingen;Piazza Menfi;8.396176;48.937488
de:08215:9014;Ettlingen;Sportpark;8.391361;48.940804
de:08215:9020;Berghausen;Berghausen Weiherstraße (Ersatzhalt);8.530653;49.007346
de:08215:9023;Ettlingen;Oberes Albgrün;8.411474;48.938898
de:08215:9302;Burbach;Burbach Speiglerstraße;8.438738;48.870545
de:08215:9303;Marxzell;Kirche (Ersatz);8.447326;48.860510
de:08215:9304;Pfaffenrot;Pforzheimer Straße;8.459687;48.860445
de:08215:9306;Schielberg;Lamm;8.448251;48.842990
de:08215:9307;Schielberg;Rathaus;8.450353;48.844521
de:08215:9308;Pfaffenrot;Im Neufeld;8.454952;48.861610
de:08215:9309;Schielberg;Wässergraben;8.446050;48.846987
de:08215:9312;Pfaffenrot;Carl-Benz-Schule;8.462355;48.857597
de:08215:9313;Pfaffenrot;Im Strietwälle;8.482297;48.853719
de:08215:9314;Pfaffenrot;Karlsruher Straße;8.457468;48.860936
de:08215:9315;Pfaffenrot;Schwarzenbusch;8.484246;48.853879
de:08215:9316;Pfaffenrot;Kirche;8.459902;48.859346
